Recipient Org:Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360g-cabinetoffice-northlands_park_community_association,1058121,20733,,1,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,,,1,,,,,
360g-cabinetoffice-nottinghamshire_ymca,243044,5552011,1,1,,,,,1,,,1,,,,,,1,,1,,1,,,,1,,,,1,1,1,,,,1
360g-cabinetoffice-nuneaton_&_bedworth_healthy_living_network,1149396,168851,1,,1,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-nuneaton_muslim_society,514390,121795,,1,,,,,1,1,,,,,,,,,,1,1,1,1,1,,,,,,,1,1,1,,1,1
360g-cabinetoffice-oasis_domestic_abuse_service,1126198,1340112,,1,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,1,1,,,
360g-cabinetoffice-oats,1159722,,1,1,,1,,,,,1,,,1,1,,,,,,1,1,,1,1,1,,,,,1,1,1,,,1
360g-cabinetoffice-oblong,1120379,233540,1,1,,,,,,,,,,,1,,,,1,,,,,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-old_farnley_and_district_community_association,242846,29354,1,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,,,1,1,,,,,1
360g-cabinetoffice-old_hall_peoples_partnership,1099939,386127,1,1,,1,1,,,,1,1,,,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-old_hill_4_our_heroes,1145456,,,,1,1,1,,1,,,,,,,,,1,,1,,1,,1,,,1,1,1,1,1,,,,,
360g-cabinetoffice-oldbrook_pre-school,1031655,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-oldbury_swimming_and_triathlon_club,1147581,109182,,1,1,,,,,,,1,,,,,,1,,1,,,,,,,,,,1,,1,,,,
360g-cabinetoffice-oldham_athletic,1120894,216199,,,,,,,,,,1,,,1,,,,,1,,1,1,,,1,,1,,1,1,,,,,
360g-cabinetoffice-oldham_race_equality_partnership,1152014,135487,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-omeed,1166013,,,1,1,,1,,,,,1,,1,,,,,,1,1,,1,1,,1,,,,1,,1,1,,,1
360g-cabinetoffice-one_church_brighton,1142607,200547,,,,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-one_good_turn,1149123,93744,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,1
360g-cabinetoffice-one_good_turn,1149123,93744,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,1
360g-cabinetoffice-one_vision_partnership,1102522,574,1,,,,1,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,,,,,,1,
360g-cabinetoffice-open_door_mission,1105122,,,,,,1,1,,1,,,,,,,,,,1,1,,,,,1,1,1,,1,,,,,,
360g-cabinetoffice-open_doors_forum,1115689,12974,,1,1,,,1,1,,1,1,,1,1,,,,,1,1,,1,1,,,,,,1,,1,1,,,
360g-cabinetoffice-orrell_park_&_district_community_association,1115508,0,1,1,,,,,,,,,,,1,,,,,1,1,,,1,,1,,,,1,1,1,,,,
360g-cabinetoffice-orrell_park_regeneration_group,1107382,1695,,,1,,,,1,,,,,1,1,,,,,1,1,,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-orton_longueville_playgroup,1015208,159346,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-our_place_community_flat,1156184,32897,1,1,1,,,,,,,,,,1,,,1,,1,1,1,,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-our_way_our_say,1168649,22470,,1,1,,,,,,,,,,1,,,1,,1,1,,,,1,,,,,1,,1,,,,
360g-cabinetoffice-paddock_community_trust,1093998,432909,1,1,1,1,,,,,1,1,,1,1,,,,,1,1,1,1,1,,,,,,1,1,1,1,,1,
360g-cabinetoffice-pakistan_welfare_association_slough,1074854,50365,1,1,,,1,1,,1,1,1,,,1,,,,1,1,1,,1,1,1,1,,,,,1,1,1,,1,
360g-cabinetoffice-parenting_2000,1042989,830403,1,1,,,1,,,,,,,,1,,,,,1,,1,,,1,,,,,1,1,1,1,,,
360g-cabinetoffice-parenting_2000,1042989,830403,1,1,,,1,,,,,,,,1,,,,,1,,1,,,1,,,,,1,1,1,1,,,
360g-cabinetoffice-parenting_2000,1042989,830403,1,1,,,1,,,,,,,,1,,,,,1,,1,,,1,,,,,1,1,1,1,,,
360g-cabinetoffice-parenting_special_children,1141172,92895,1,1,,1,1,,,,,,,,,,,,,1,,1,,1,,1,,,,1,,1,1,,,
360g-cabinetoffice-park_community_ventures,1134562,3415,,1,,,1,,,,,1,,,1,,,,,1,,,,,1,,1,1,,,,1,,,,
360g-cabinetoffice-park_south_community_group,283126,13896,1,,,,,,,,,,,,1,,,,,1,1,,,,1,1,,,,,1,,,,,
360g-cabinetoffice-parks_for_play,1132510,116425,,1,,1,,,,,,1,,,,,,,1,1,,,,,,,,,,1,,1,,,,
360g-cabinetoffice-parson_cross_community_development_forum,1102741,93699,1,1,1,1,1,,1,,1,1,,1,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,1,1,
360g-cabinetoffice-partington_old_school_hall,1087813,8140,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,
360g-cabinetoffice-patch_family_support,1157593,157800,,1,1,,1,,,,,,,,1,,,1,,1,,,,,1,1,,,,1,1,1,1,,,
360g-cabinetoffice-paulsgrove_baptist_church,1130799,125654,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-peacemaker_international,1147995,123661,1,1,1,1,,,,,,,,,,,1,,,1,1,1,1,,,1,,,,,,1,1,1,,
360g-cabinetoffice-peckham_park_youth_project,1148217,295,,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-people_first_tameside,1087319,154700,1,1,1,1,,,,,,,,,1,,1,,,,,1,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-people_for_portland_road,1149985,9007,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,1
360g-cabinetoffice-people_for_portland_road,1149985,9007,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,1
360g-cabinetoffice-phoenix_community_&_youth_project,1152481,46675,,1,,1,,,,,,,,,1,,,1,,1,,1,1,,,1,,,,,1,1,,,,
360g-cabinetoffice-pier_avenue_baptist_church,1135764,76113,,1,,,1,1,,1,,,,,1,,,,,1,1,1,,1,,1,,1,,,1,1,1,,,
360g-cabinetoffice-piers_road_new_communities_centre,1132350,66768,1,1,1,1,1,,1,,1,1,,,1,,1,1,1,1,1,1,,,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-piers_road_new_communities_centre_association,1132350,66768,1,1,1,1,1,,1,,1,1,,,1,,1,1,1,1,1,1,,,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-pinehurst_community_association,266378,0,1,1,,1,,,,,,1,,,,,,,,1,1,1,,1,,,,,,,1,,1,,,
360g-cabinetoffice-pipeline_youth_initiative,1117129,289744,,1,1,,,,,,,1,,,1,,,,,1,1,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-playsense,1158451,8874,,1,,1,,,,,,,,,,,1,1,,1,,1,,1,,1,,,,1,,1,1,,1,
360g-cabinetoffice-plymouth_cricket_club,1145251,15448,,,,,,,,,,1,,,,,,1,,1,1,1,1,,,1,1,,,1,1,,,,,1
360g-cabinetoffice-point_clear_community_association,800252,10739,,,,1,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,,1,
360g-cabinetoffice-poole_old_town_community_association,1018780,31088,1,1,,,,,,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,1
360g-cabinetoffice-poole_quays_forum,1165496,15013,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-port_vale_fc_community_trust,1092455,149972,1,1,1,1,,,,,,1,,,,,,,1,1,,1,1,1,1,1,,,,1,1,1,,,,1
360g-cabinetoffice-portobello_community_forum,1139980,16543,1,,1,,1,,,,1,1,,,1,,,,,1,1,1,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-portsmouth_foyer,1056602,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,1,1,1,1,,,
360g-cabinetoffice-positive_cycle_trust,1147904,12768,1,1,,,1,,,,,,,,1,,,1,1,1,,,,,1,1,,,,,,1,1,,,1
360g-cabinetoffice-positive_cycle_trust,1147904,12768,1,1,,,1,,,,,,,,1,,,1,1,1,,,,,1,1,,,,,,1,1,,,1
360g-cabinetoffice-positive_network_community_project,1101803,119407,1,1,,,1,,1,,1,1,,,,,,,,1,1,1,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-positive_youth_foundation,1145284,386287,,,,,,,,,1,1,,,1,,,,,1,,,,,,1,,,,,,,1,,,
360g-cabinetoffice-positively_special,1158099,,1,1,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,
360g-cabinetoffice-prampushers,1030361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-prampushers,1030361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-pravasi_mandal,1056591,172551,,,1,1,,,,1,1,,,,,,,,,,1,1,1,,,,,,,1,1,1,1,,,
360g-cabinetoffice-pride_in_penn_fields,1092800,21590,1,,,,1,,,,,,,1,1,,,,,1,1,1,,,,1,,,,,,1,,,1,
360g-cabinetoffice-priory_campus,1046560,265825,1,1,1,,1,,,,,1,,,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-priory_campus,1046560,265825,1,1,1,,1,,,,,1,,,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-prism_youth,523503,621382,,1,,1,,,,,1,1,,,1,,,,,1,,1,,1,1,,,,,1,1,1,1,,,
360g-cabinetoffice-project_hope_leeds,1146856,33116,,1,1,,1,,1,,,,,,1,,,1,,1,,,,,1,1,,,,,1,1,1,,,
360g-cabinetoffice-project_motorhouse,1147974,161193,,1,,,1,,,,1,,,1,1,,,1,,1,,,,1,,1,,,,,1,1,,,,
360g-cabinetoffice-promoting_african_refugee_community_association_(parca),1152592,142946,1,1,1,,1,1,,,1,,,,1,,,1,,1,1,1,1,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-promoting_african_refugee_community_association_(parca),1152592,142946,1,1,1,,1,1,,,1,,,,1,,,1,,1,1,1,1,1,,1,,,,,1,1,1,,,
360g-cabinetoffice-protective_behaviours_uk,1078246,0,,1,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,1,1,1,,1,
360g-cabinetoffice-ptc_sports_community_trust,1141221,49435,,1,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360g-cabinetoffice-ptc_sports_community_trust,1141221,49435,,1,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360g-cabinetoffice-puffin_pre-school_nursery,1077655,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-pyramid_youth_club,275508,46063,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,
360g-cabinetoffice-qdos_creates,1097627,88652,,1,,,,,,,1,,,,,,,,,1,1,1,,,1,1,,,,,,1,1,,,
360g-cabinetoffice-quackers,1038015,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-queens_park_residents_association,1111733,96379,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1
360g-cabinetoffice-radcliffe_girls_and_boys_club,507732,9761,1,1,,1,,,,,,1,,1,,,,,,1,1,1,,,,1,,,,1,1,1,,,,
360g-cabinetoffice-radio_stitch,1037433,21999,,1,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,1,,,,,,
360g-cabinetoffice-rahman_international,1097150,,1,1,1,1,1,1,1,1,,,,1,1,,,,,1,1,1,,1,,1,1,1,,1,1,1,1,1,,
360g-cabinetoffice-ramsgate_arts,1150096,76972,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-ramsgate_arts_festival_ltd,1150096,76972,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-rana,1062741,17964,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
360g-cabinetoffice-rawmarsh_and_parkgate_old_folks_treat_fund,234238,18,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
360g-cabinetoffice-rawthorpe_community_association,508515,15359,1,1,,,1,,,,1,1,,1,1,,,,,1,1,1,,,1,1,,,,1,1,1,1,,1,
360g-cabinetoffice-re:dish,1159178,58538,1,1,1,1,1,,,,1,,,,1,,1,,,1,1,1,,1,,1,1,,,,1,1,1,1,,
360g-cabinetoffice-re:dish,1159178,58538,1,1,1,1,1,,,,1,,,,1,,1,,,1,1,1,,1,,1,1,,,,1,1,1,1,,
360g-cabinetoffice-reaching_higher,1137915,185058,,1,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-readipop,1123962,210831,,,,,,,,,1,,,,,,,,,1,,,,,1,1,,,,,,1,,,,
360g-cabinetoffice-recom,1091315,74961,,1,,1,1,,,,,,,,,,,,,1,1,1,,1,1,,,,,,,1,,,1,
360g-cabinetoffice-recycling_unlimited,1103796,138278,1,1,1,1,1,,,,,,,,1,,,,,,,1,,,1,,,,,1,,1,1,,,
360g-cabinetoffice-red_rose_recovery,1152474,698848,,1,1,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,1,,,
360g-cabinetoffice-redbridge_music_lounge,1151132,16110,,1,,,,,,,1,,,,,,,,,,1,1,,1,,1,,,,,,1,,,,1
360g-cabinetoffice-reddish_buildings_preservation_trust,1090277,1938,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,,1
360g-cabinetoffice-reddish_buildings_preservation_trust_ltd,1090277,1938,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,,1
360g-cabinetoffice-re-entry,1067323,734401,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-re-entry,1067323,734401,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-refuge_community_church,1147618,35937,,,1,,,,,1,,,,,,,,,,1,1,1,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-regenerate-rise,1118543,473090,,1,1,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,1,,,,
360g-cabinetoffice-remington_road_youth_and_community_centre,1047022,,1,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-retas,1121330,102515,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,
360g-cabinetoffice-revive_healthy_living,1118967,112035,1,,1,,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,1,1,,,1,
360g-cabinetoffice-rhythmix,1125646,593815,,1,,,,,,,1,,,,1,,,,,1,,1,,,1,1,,,,1,,1,1,1,,
360g-cabinetoffice-rolladome,1138918,52805,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-rolladome_all_skate,1138918,52805,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-romford_drum_and_trumpet_corps,278664,33397,,1,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,,1
360g-cabinetoffice-rosalie_ryrie_foundation,1150419,26169,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,
360g-cabinetoffice-rose_hill_junior_youth_club,1161836,42601,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-rosebank_millennium_green_trust,1075883,3278,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-roshni_ghar,1078859,97651,,1,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,1,1,1,,,
360g-cabinetoffice-rotary_club_of_heywood,1042138,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
360g-cabinetoffice-rotary_club_of_redcar,1126599,18567,1,,1,,,1,,,,,,,,,,,,1,,1,,1,,1,1,1,,1,,,,,,
360g-cabinetoffice-rother_valley_church,1041890,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,1
360g-cabinetoffice-rotherham_ethnic_minority_alliance,1140365,179423,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,
360g-cabinetoffice-rotherham_ethnic_minority_alliance,1140365,179423,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,
360g-cabinetoffice-rotherham_street_pastors,1150210,9252,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,
360g-cabinetoffice-rotherham_united_community_sports_trust,1123692,859153,1,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,,,1,,,,,1,1,,,,
360g-cabinetoffice-rotherham_united_community_sports_trust,1123692,859153,1,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,,,1,,,,,1,1,,,,
360g-cabinetoffice-rotherham_united_community_sports_trust,1123692,859153,1,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,,,1,,,,,1,1,,,,
360g-cabinetoffice-rotherham_united_community_sports_trust,1123692,859153,1,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,,,1,,,,,1,1,,,,
360g-cabinetoffice-rotherham_united_community_sports_trust,1123692,859153,1,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,,,1,,,,,1,1,,,,
360g-cabinetoffice-rotters_community_composting,1114664,29406,,1,,,,,,,,,,1,1,,,,,1,1,1,1,,,1,,,,,,1,,,,1
360g-cabinetoffice-rotters_community_composting,1114664,29406,,1,,,,,,,,,,1,1,,,,,1,1,1,1,,,1,,,,,,1,,,,1
360g-cabinetoffice-rowan_arts,1113454,,,1,,,,,,,1,,,,,,,,,1,1,,,1,,1,,,,,,1,1,,1,
360g-cabinetoffice-runcorn_locks_restoration_society,1170027,778,,1,,,,,,,,,,1,1,,,1,,,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-rush_house_ltd,1044911,999676,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-rushey_green_time_bank,1101616,143090,1,1,1,,,,,,,,,,1,,,,1,1,1,1,1,,,1,,,,1,,1,,,,1
360g-cabinetoffice-ryhope_ladies_club,1030464,,,,,,,,,,1,,,,,,,1,,,1,,,,1,,,,,1,,,1,,,
360g-cabinetoffice-s2_food_poverty_network,1162137,50410,,1,,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,1,,,1
360g-cabinetoffice-s2_food_poverty_network,1162137,50410,,1,,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,1,,,1
360g-cabinetoffice-saffron_young_peoples_project,1111445,140635,,1,,,1,,,,,1,,,1,,,,,1,,,,,,,,,,1,,1,1,,,
360g-cabinetoffice-sahal_community_development_centre,1149616,10162,1,1,1,1,1,1,,,1,,,,1,,1,,,1,1,1,1,1,,1,,,,,1,1,1,,1,
360g-cabinetoffice-saheli_women,1091168,151646,1,1,,1,1,,,,1,1,,1,1,,,,1,1,1,1,1,1,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-saint_vincent_de_paul,275430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-salford_unemployed_&_community_resource_centre,1088044,222038,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,,
360g-cabinetoffice-salisbury_assemblies_of_god_church,1059654,23951,,,,,1,1,,1,,,,,,,,,,,,,,1,,1,,1,,1,,1,1,,,
360g-cabinetoffice-salisbury_baptist_church,1141510,136999,,1,,,,,,1,,,,,,,,,,1,1,1,,1,1,1,,,,1,1,1,1,,,1
360g-cabinetoffice-salisbury_street_pastors,1142072,17399,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,
360g-cabinetoffice-salisbury_youth_venture,1095361,7093,,1,,,,,,,1,,,,1,,1,1,,1,,1,1,,,,,,1,1,1,,1,,,1
360g-cabinetoffice-saltaire_inspired,1150701,41265,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,1
360g-cabinetoffice-samaddoon_social_development_organisation,1078404,6330,1,1,,,1,1,,,1,1,,,1,,,,,1,1,,1,,,,,,,1,,1,1,,,
360g-cabinetoffice-sandale_community_development_trust,1154879,185038,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,,,1,1,,,,
360g-cabinetoffice-sandwell_cardiac_club,1001493,5764,1,,1,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,,
360g-cabinetoffice-sandwell_crime_prevention_panel,1008754,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,1,,,
360g-cabinetoffice-sandwell_deaf_community_association,1124084,156804,,1,,1,,,,,,,,,1,,1,,,1,1,1,,,,,,,,1,,1,1,1,,
360g-cabinetoffice-sandwell_irish_community_association,1107645,38299,1,,1,,1,,,,1,,,1,1,,,,,1,1,1,1,,,1,,,,1,,1,1,1,,1
360g-cabinetoffice-sandwell_irish_society,1116750,34829,1,1,1,,1,,,,1,1,,1,1,,,,,1,1,1,1,,,1,,,,,,1,1,1,1,
360g-cabinetoffice-sandwell_special_olympics,514936,,,,,1,,,,,,1,,,,,,,,1,1,1,,,,,,,,,,1,,,,
360g-cabinetoffice-sandwell_visually_impaired,1131021,18122,,1,1,1,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,1,1,1,,1
360g-cabinetoffice-sandwell_visually_impaired,1131021,18122,,1,1,1,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,1,1,1,,1
360g-cabinetoffice-sandwell_visually_impaired,1131021,18122,,1,1,1,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,1,1,1,,1
360g-cabinetoffice-sans_street_youth_&_community_centre,1166520,157667,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,1,,,1
360g-cabinetoffice-sarbat_education_welfare_association_croydon_ltd,1145983,0,1,1,1,1,,,,1,1,,,,,,1,,,1,1,,1,,,1,,,,,,1,,,,
360g-cabinetoffice-save_your_rights_(syr),1130378,5595,1,1,1,,,1,,1,1,,,1,1,,1,1,1,1,1,1,1,1,,1,,,,,,1,1,1,,1
360g-cabinetoffice-scholemoor_beacon,1170019,,1,,,1,1,,,,,,,,,,,1,,1,1,1,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-scholes_shelter_association,229138,18230,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-seacombe_community_association,505648,24681,1,1,,,,,,,,1,,,1,,,1,1,1,1,1,,,,,,,,,1,,,,,
360g-cabinetoffice-second_generation_furnishings,1146690,60283,,1,,,1,,,,,,,1,1,,,,,,,,,,1,1,,,,,,1,,,,1
360g-cabinetoffice-sedbergh_youth_and_community_centre,523510,99541,1,1,,1,,,,,,1,,,1,,,1,1,1,1,1,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-sedgemoor_community_partnership,286493,7828,1,1,,1,,,,,1,1,,,1,,,,1,1,1,1,,1,,1,,,,1,1,1,1,,1,1
360g-cabinetoffice-sefton_childrens_trust,1016643,60619,,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,,,,1,,1,,,,
360g-cabinetoffice-selby_community_trust,523830,57236,1,,,,,,,,1,1,,1,,,,1,,1,1,1,,1,,1,,,,,1,,,,,
360g-cabinetoffice-shadwell_youth_organisation,1136303,19015,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,1,,,
360g-cabinetoffice-shaheed_udham_singh_welfare_trust_(birmingham),507576,36576,1,1,1,1,1,,1,,1,,,,,,,,,,1,1,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-shalom_youth_project,1072217,67502,,1,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,1,1,1,1,,,
360g-cabinetoffice-shama_womens_centre,1087995,244898,,1,,,1,,,,,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,
360g-cabinetoffice-shantona_womens_centre,1075752,430610,1,1,1,1,,,,,1,1,,1,1,,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,
360g-cabinetoffice-shapeshifter_productions,1141763,73570,1,1,,,,,,,1,,,,,,,1,,1,1,1,,,,1,,,,,,1,,,1,1
360g-cabinetoffice-sheerness_enhancement_association_for_leisure,1146477,24880,1,,,,,,,,,1,,1,1,,,1,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-sheffield_city_knights,1158390,40514,1,1,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,1,,,,
360g-cabinetoffice-shenley_lane_community_association,518218,124692,1,,,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,1,1,,,,,
360g-cabinetoffice-shenley_youth_and_community_trust,1124201,135473,1,1,,,,,,,1,1,,,1,,,,,1,1,1,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-shildon_children_and_young_people's_action_network,1134903,17053,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1
360g-cabinetoffice-shildon_community_safety_group,1089902,8992,1,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,,,1,,1,,,1,
360g-cabinetoffice-shirecliffe_community_forum,1119436,64989,1,1,,1,1,,,,,1,,1,1,,,,,1,1,1,,1,,1,,,,1,1,,,,1,
360g-cabinetoffice-shiregreen_and_district_community_association,523924,22413,1,,,,,,,,,1,,,1,,,,,1,1,1,,1,,1,,,,,1,,,,,
360g-cabinetoffice-shirehampton_community_action_forum,1099221,23032,,1,1,,,,1,,1,,,1,1,,,,,1,1,,,1,,1,,,,1,,1,1,1,1,
360g-cabinetoffice-shree_birmingham_pragati_mandal,513210,138663,1,1,,,1,1,,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,,,,
