Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360G-blf-0030049099,1060025,,1,1,,,1,,,,,,,,1,,,1,,1,1,1,,,1,1,,,,1,,1,1,,,1
360G-blf-0030046575,1112775,30737000,,1,1,1,1,,,,,,,,1,,1,,,1,1,1,1,,,1,1,1,,1,1,1,1,,,1
360G-blf-0030047092,1102702,38564,,1,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,,1,,,,
360G-blf-0030047452,1075655,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,
360G-blf-0030046556,505466,70913,,1,,,,,,,,1,,1,,,,1,,1,,1,,1,,1,,1,,,,,1,,,
360G-blf-0030046915,523445,12135,1,,,,,,,,,,,1,,,,1,1,,,,,,,1,,,,,1,,,,,
360G-blf-0030048930,508807,6779,,,,1,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,1,,,,
360G-blf-0030044385,1082962,43657,,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,1,1,,,,,
360G-blf-0030044604,1109375,31818,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0030044330,1057721,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,
360G-blf-0030044731,1086421,169823,,1,1,1,,,,,,1,1,,1,,,,,1,,1,,1,1,1,,,,1,,1,,,,
360G-blf-0030049698,262790,30384,,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,1,,,,1
360G-blf-0030048575,510509,,1,1,1,,,,,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1
360G-blf-0030048893,1056330,981434,,1,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030044227,1078146,128613,1,1,,,1,,,,1,,,,1,,,,,1,,,,,,,,,,1,1,,1,,,
360G-blf-0030049936,303816,57370,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0030046896,291892,4219,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0030049154,1060863,353181,,1,,,,,,,,,,1,1,,,,,1,1,1,,,1,1,,,,1,1,1,1,,,
360G-blf-0030049144,1096511,1456889,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,1
360G-blf-0030049359,295191,287412,1,1,,,1,,,,,1,,,1,,,1,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360G-blf-0030049568,1093759,2008,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
360G-blf-0030049437,1092826,16325,,1,1,1,,,,,,1,,,,,,,,1,1,1,,,,,,,,1,1,1,,,,
360G-blf-0030049818,210920,2482936,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,
360G-blf-0030044837,1035701,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030048966,1139806,3429508,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
360G-blf-0030044350,1075776,330558,1,1,,,,,,,1,1,,1,1,,,,,1,1,1,,1,1,,,,,1,1,1,1,,1,
360G-blf-0030048750,1080909,1500,,1,,,,,,,1,,,,,,,,,1,1,1,1,,,1,,,,,1,1,,,,
360G-blf-0030046655,1047051,7800,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,
360G-blf-0030046735,1027290,412366,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0030044287,1088720,,,,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,,1,,,,,
360G-blf-0030044279,509670,40681,1,1,,,,,,,1,1,,,,,,,,1,,1,,,,,1,,,1,1,1,,,,
360G-blf-0030045524,524790,30494,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,
360G-blf-0030045521,297489,5182519,,1,,,1,1,,,,,,1,1,,,,,,,,,1,,1,,1,,,,1,1,,,
360G-blf-0030043908,1100343,4200,1,1,1,1,1,,1,,1,,,1,1,,1,1,1,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1
360G-blf-0030044112,1045731,322269,,1,1,1,,,,,1,,,,,,,,,1,,1,,,,,1,1,,,,1,1,,,
360G-blf-0030043854,523449,6976,,,,,,,,,1,1,,,,,,,,1,1,1,,1,,1,,,,,1,,,,,1
360G-blf-0030049261,1087317,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,1,1,,1,,,,,,
360G-blf-0030047610,1100445,,1,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,1
360G-blf-0030044982,1058618,59,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1
360G-blf-0030048712,1068436,105905,1,1,1,,,,,,1,1,,,1,,,1,1,1,,1,,,,1,,,,1,1,1,1,,1,1
360G-blf-0030049432,1105852,,,1,,,,,,,1,,,,1,,,,,1,,1,,,,1,,,,,,,1,,,
360G-blf-0030045267,1075651,24,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,,,,,
360G-blf-0030049988,284229,3103,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,
360G-blf-0030043952,1031854,155317,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-0030046318,1088898,,1,1,,,,,,,1,1,,,1,,,,,1,,,,1,,,,,,1,,1,1,1,1,
360G-blf-0030048762,1062544,,,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,
360G-blf-0030044701,1048838,152457,1,1,1,1,1,,1,,1,,,,,,,,,,1,1,,1,,,,,,1,1,1,1,,1,
360G-blf-0030048771,256132,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,
360G-blf-0030045282,1092660,7576,,,,,1,,,,,,,1,,,,,,1,,1,,1,,1,,,,,,,,,,
360G-blf-0030045100,1119468,724432,1,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,
360G-blf-0030049643,1073073,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,,
360G-blf-0030044842,802961,0,1,1,1,1,1,,,,1,,,,,,1,1,1,,1,1,1,,,,,,,,,1,1,,,1
360G-blf-0030045088,1074807,50795,1,1,,,,,,,1,1,,,1,,,,,1,1,1,1,,,,,,,1,1,1,1,,,
360G-blf-0030031030,1075695,25234,,1,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,1,1,,,
360G-blf-0030049489,1071077,2720,,,1,1,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,1,,,
360G-blf-0030045145,296454,2919603,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-0030049894,1040347,0,,1,,,1,,,,,,,1,1,,,,,1,1,,1,1,1,1,,1,,1,,1,1,1,,
360G-blf-0030049852,1116969,25864,1,1,,,1,,1,,1,1,,,1,,,1,,1,,1,,1,,,,,,,1,1,1,,1,
360G-blf-0030047177,217323,0,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
360G-blf-0030045787,1105735,10482,1,,,1,,,,,,1,,1,,,,1,,1,1,1,,,,1,,,,,1,,1,,,
360G-blf-0030044286,257318,12515510,,1,,,,,,,1,,,,1,,,,,1,1,1,1,1,,1,,,,1,1,,,,,
360G-blf-0030046242,1068202,,1,1,1,1,1,,1,,1,1,,1,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,1,1,
360G-blf-0030049477,1109297,3550,,1,,,1,,,,,,,,1,,,,,1,1,,1,,,,,,,1,,1,1,,,
360G-blf-0030049588,1096859,82684,,1,,,,,,,1,,,,1,,,,,1,1,1,,,,1,,,,1,1,1,1,,,
360G-blf-0030044260,1063140,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,
360G-blf-0030044518,1061069,,1,1,1,1,1,,,,,,,1,1,,,,,1,1,1,1,1,,1,,,,1,,1,1,,1,
360G-blf-0030048427,1095410,,,1,,,,,,,1,,,,,,,,,1,,1,1,,1,1,1,1,,1,,,,,,
360G-blf-0030044210,515116,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
360G-blf-0030044527,1094497,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,1,,,
360G-blf-0030049318,1110134,16488,,1,,1,,,,,,1,,1,,,,,,1,1,1,,,,1,,,,1,1,,1,,,
360G-blf-0030048923,1061249,,,,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,,,,
360G-blf-0030046654,1067976,134504,,1,1,1,,,,,1,,,,,,,,,,1,1,1,,,1,,,,,1,1,,,,
360G-blf-0030048934,1072563,50,1,,,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,1,,,
360G-blf-0030045047,1071811,60011,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,
360G-blf-0030046152,1106394,163023,,1,1,1,,,,,1,1,,,,,,,,1,,1,1,1,,1,,,,,,1,,,,
360G-blf-0030049828,303807,9597,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0030045046,1049417,8685,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
360G-blf-0030028632,1083143,0,,1,,,1,,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,1,1,,,
360G-blf-0030049586,291194,18239,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,
360G-blf-0030046292,1106915,90,1,1,,,,1,1,,1,1,,,1,,,,,1,,,1,1,,1,,1,,1,,,1,,,
360G-blf-0030028847,1112747,,1,1,,,1,,,,1,1,,,1,,,,,1,,1,1,,,1,,,,,,1,1,,,
360G-blf-0030044539,1121544,40310,1,1,,,1,,,,1,,,1,1,,,,1,,,,,,,1,,,,,1,1,1,,1,1
360G-blf-0030044797,1090549,127372,,1,,1,,,,,,1,,,1,,,1,,1,,1,,,,,,,,,1,1,,,,1
360G-blf-0030048946,297317,106221,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,
360G-blf-0030048602,1105617,146335,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-0030048927,1106084,85957,,,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,1,,,,
360G-blf-0030049353,1102196,13449,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
360G-blf-0030049845,1089336,37350,,,,,,,,,1,,,1,1,,,,,1,,,,,,1,,,,,,1,,1,,
360G-blf-0030048382,1062255,1703713,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,1,,,
360G-blf-0030046078,1103201,5000,1,1,,,1,,,,1,,,1,1,,,,,1,,,,1,1,1,,,,,1,,1,,1,
360G-blf-0030044306,1082573,22480,1,1,,,,,,,1,,,1,,,,,1,,,,1,,,,,,,,,1,1,,,1
360G-blf-0030044003,1087340,210587,1,1,,,1,,,,1,1,,,1,,,,1,1,1,1,,,,1,,,,1,1,1,1,,,1
360G-blf-0030044903,1082610,15831,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-0030045146,208231,99523000,1,1,,1,,,1,,,,,,,,1,,,1,1,1,,,,,,,,,,1,1,1,1,1
360G-blf-0030049096,1076545,69909,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,,
360G-blf-0030046668,1066988,2339,,1,1,1,1,,,,1,1,,,1,,,,,1,1,1,1,,,,,,,,,1,1,,,
360G-blf-0030046110,294517,103042,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,1,
360G-blf-0030046578,700591,39015,1,1,1,1,1,,1,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1
360G-blf-0030044149,1098890,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
360G-blf-0030049528,1072337,,,1,,,,,,1,1,1,,,1,,,,,1,,1,,,,,,,,1,1,1,,,,
360G-blf-0030048947,295829,555383,1,1,,,,,,,1,1,,1,1,,1,1,1,1,1,1,,1,,1,,,,1,1,1,1,,,
360G-blf-0030048942,1089339,25969,1,1,,1,,,,,1,,,,1,,1,,,1,1,1,1,,,1,,,,1,,1,,1,,
360G-blf-0030046194,295514,,,1,,,,,,,1,,,,,,,,,1,,1,,1,,1,,,,,,1,,,,
360G-blf-0030046249,222614,21237,1,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,1,1,,,
360G-blf-0030045333,1112095,194163,1,1,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,1,,1,,,,1
360G-blf-0030044368,1091931,8103,1,1,1,,,,,,1,,,,1,,,,,1,1,1,,,,,,,,,1,,1,,,
360G-blf-0030049072,1034684,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360G-blf-0030046959,501681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030048704,700686,38227,1,1,,,,,,,1,1,,,,,,1,,1,1,,,1,,1,,,,,1,,,,,1
360G-blf-0030049625,1057452,4281,1,1,,,,,,,1,1,1,1,,,,1,1,1,1,,,1,,1,,,,,1,,,,,1
360G-blf-0030044767,802466,42901,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
360G-blf-0030046808,1082470,72635,,1,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,
360G-blf-0030029214,1088277,,1,,,1,1,,1,,1,1,,,1,,,,,,1,1,,,,,,,,1,1,1,1,,,
360G-blf-0030048826,523934,128097,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1
360G-blf-0030044180,1095020,58353,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030048358,1037322,62348,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030049775,1000571,,1,1,,,,,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,1,1,,1,,1,
360G-blf-0030048600,1043588,686822,,,1,1,,,,,1,,,,1,,,,,,,1,,,,,,,,1,1,1,,,,
360G-blf-0030045822,1077098,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030045379,273596,857595,,,,,,,,,1,,,,,,,,,1,1,1,,,1,,,,,,,1,,,,
360G-blf-0030044022,1003677,709617,,1,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,1,1,,,
360G-blf-0030047026,1038807,17922,,,,,,,,,1,1,,,,,,1,,1,1,,,1,,,,,,,1,,,,,
360G-blf-0030046257,701641,12705,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030046412,509800,8595,1,,,,,,,,1,1,,1,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-0030049615,1057954,12695,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030046503,1094451,1347254,,1,,,,,,,1,,,,,,,,,1,1,1,,1,,1,,,,1,1,1,1,,,
360G-blf-0030047312,1121336,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-0030048824,1003857,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030046531,1081251,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,
360G-blf-0030043900,1110314,944741,1,1,1,,1,,1,,,,,,1,,,,,1,,,,1,1,1,,,,,,1,1,,,
360G-blf-0030046802,282684,43424,1,1,,,,,,,1,,,,,,,,,1,,1,1,,,1,,,,,,,,,1,
360G-blf-0030049927,1104774,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
360G-blf-0030048678,1106612,40108,,1,1,,1,,,,,,,,1,,,1,,1,,,1,,,1,,,,1,,1,1,,,
360G-blf-0030049399,1056985,202453,1,1,,,1,,1,,1,1,,1,1,,,,,1,1,1,1,,,1,,,,1,,1,1,,1,
360G-blf-0030045049,700985,1222166,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,1,,,,
360G-blf-0030044487,1106339,182180,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,
360G-blf-0030044590,1116648,43567,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,1,,,
360G-blf-0030048576,1106740,141076,1,1,,1,1,,,,,1,,,,,,,,1,,1,,,,1,1,,,,,1,1,,,
360G-blf-0030045017,1102413,100582,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,
360G-blf-0030044963,1045997,5111,,1,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,
360G-blf-0030044772,523618,18724,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030048349,1017441,9658,1,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,1,,1,,,,
360G-blf-0030029621,1107466,53602,1,1,,1,1,,1,,1,1,,,1,,1,,,1,,1,1,,1,,,,,,,1,1,1,1,
360G-blf-0030045277,1110803,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,
360G-blf-0030048530,1077641,5972,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030045305,512975,904,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,1,,
360G-blf-0030049442,510930,23566,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-0030044992,1028096,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
360G-blf-0030044661,516749,8787,1,,,,,,,,1,,,,,,,1,,1,1,,,1,,1,,,,,1,,,,,
360G-blf-0030043960,1027444,151643,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,
360G-blf-0030048383,246329,2969143,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1
360G-blf-0030048520,1104106,456,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,
360G-blf-0030047023,520128,32150,,,,,,,,,,1,,,1,,,,,1,1,1,,,,,,,,,1,,,,,
360G-blf-0030048874,1057379,,,,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,1,,,,
360G-blf-0030044974,520270,15612,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,1,,,,,
360G-blf-0030044188,1022357,3060,1,1,,,,,,,1,1,,,,,,,1,,1,,,,,1,,,,1,,1,,,,
360G-blf-0030046813,1115930,35781,,,,,,,,,1,1,,,,,,,,1,1,1,1,,,1,,,,1,1,1,1,,,
360G-blf-0030043930,1032545,6931,,1,,,,,,,,,,1,,,,,,1,1,1,,1,,1,,,,,,,1,,,
360G-blf-0030045085,1089949,,,1,1,1,1,,,,,,,,,,,,,1,1,1,,,,1,,,,1,1,1,1,,,
360G-blf-0030044824,1070193,40615,,1,,,,1,,,1,,,,,,,,,1,,,1,1,,,,,,1,,,,,,
360G-blf-0030049536,702559,13227640,,1,1,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,,
360G-blf-0030048736,505632,,1,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,1,,,1,,,
360G-blf-0030049526,1028057,66497,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,,,,,
360G-blf-0030046855,1022672,,,1,,,1,,1,,,,,,,,,,,1,,,,,1,,,,,1,1,1,1,,,
360G-blf-0030049821,700038,205295,1,1,,,1,,,,,1,,,1,,,1,,1,1,1,,1,,1,,,,1,1,1,1,,,
360G-blf-0030044850,526069,12415,1,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,1,,,,1,
360G-blf-0030049410,1058877,101648,,1,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,1,,,,
360G-blf-0030049044,1091031,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,
360G-blf-0030049015,1064505,841,1,1,,,,,,,1,1,,,1,,,,,,1,,,,,1,,,,,,,,,,1
360G-blf-0030049000,1089225,157675,,1,1,1,1,,,,1,1,,1,1,,,,,1,1,1,1,1,,1,,,,,1,1,1,,,
360G-blf-0030046996,1099365,0,,1,1,,,,,,1,1,,1,,,,,,1,1,1,,,1,1,,,,1,1,1,,,1,
360G-blf-0030049002,1049797,,1,1,,1,1,,1,,1,1,,1,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,,,
360G-blf-0030046848,1099615,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-0030045130,1109119,60347,,1,,,,,,,1,1,,,1,,,,,1,1,1,1,1,,1,1,1,,,,1,1,,,
360G-blf-0030044320,1104914,7423,,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,1,
360G-blf-0030048805,214927,1829941,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030049395,1112206,,1,1,,,,,,,,,,,1,,,,,1,1,1,1,1,,,,,,1,,,1,,1,
360G-blf-0030045093,1020178,,1,1,1,1,1,,,,1,1,,,1,,,,,1,1,1,,1,,1,,,,1,,1,1,1,1,
360G-blf-0030049380,1022114,77143,,,,1,,,,,1,1,,1,,,,,,1,,1,,,,,,,,,,1,1,,,
360G-blf-0030047650,1077534,78697,,1,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,1,1,,,
360G-blf-0030047427,514719,6519771,,1,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360G-blf-0030047390,502733,21226,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-0030044589,702800,6284983,,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,,1,1,1,,,,1,,,,1
360G-blf-0030048920,1108648,766,,1,,1,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,1,,,,,
360G-blf-0030043757,258322,1283398,1,,1,1,1,,,,,,,,,1,,,,1,1,1,,1,1,,1,1,,,,,,,,
360G-blf-0030049689,1081416,193842,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
360G-blf-0030044226,258322,1283398,1,,1,1,1,,,,,,,,,1,,,,1,1,1,,1,1,,1,1,,,,,,,,
360G-blf-0030044683,1108830,3216,,1,,,,,,,1,,,,1,,,,,1,1,1,,,,1,,,,,,1,,,,
360G-blf-0030044101,1075728,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1
360G-blf-0030044579,1107692,21180,,1,,,,,,,1,1,,,1,,,,,1,,1,1,,,,,,,1,1,1,,,,
360G-blf-0030048951,1079986,416549,1,1,,,1,,,1,,,,,1,,,,,,,,,,1,1,,,,1,,,1,1,,
360G-blf-0030045158,1010059,355959,,1,,1,,,,,1,,,,,,,,,1,1,1,,,1,,,,,1,,1,1,1,1,1
360G-blf-0030044651,257238,882874,1,,,1,,,,1,1,,,,,,,,,,1,1,1,,,,,,,1,1,1,1,,,
360G-blf-0030045039,1098206,1654481,,1,,,,,,1,,1,,,,,,,,1,1,1,1,1,,,1,1,,1,1,1,,,1,
360G-blf-0030049825,230241,13406,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1
360G-blf-0030043929,1102413,100582,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,
360G-blf-0030049878,1071242,15191,1,1,,,,,,1,1,1,,,,,,1,,1,1,1,,1,,1,,,,,1,,,,,
360G-blf-0030048668,224759,0,1,,1,1,1,,,,1,1,,,,,,,,,1,1,,,,,,,,,,1,,,,1
360G-blf-0030049133,513162,168104,,,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,
360G-blf-0030045182,1075680,6191,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,
360G-blf-0030048857,514910,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,1,
360G-blf-0030049876,1086151,716551,,1,1,1,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,,1,,,
360G-blf-0030049169,1103477,327812,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,1
360G-blf-0030049294,1086789,3093294,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030049696,520227,106381,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0030043955,1086777,,,1,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,,,,
360G-blf-0030046190,1048492,15120,,,,,,,,1,1,1,,,,,,,,1,1,,1,,,,,,,,1,,,,,
360G-blf-0030049661,520616,8794,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,
360G-blf-0030049969,314229,2522356,,1,,1,,,,,,1,,,,,,,,1,,1,,,,,1,1,,,,1,,1,,
360G-blf-0030048723,1070661,0,1,1,,,1,,,,,1,,,1,,,,,1,,,,,,1,,,,1,1,1,,,,
360G-blf-0030043973,1115862,1428,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1
360G-blf-0030048984,1090563,9743,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030046130,1102059,,1,1,1,1,1,,,,1,1,,1,1,,,,,1,1,1,1,1,,1,,,,1,,1,1,1,,
360G-blf-0030045101,1044980,16622,,,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,1,1,,,,,
360G-blf-0030048555,1116554,6318,,,,,1,,,,,,,,1,,,,,,,,,1,,1,,,,1,,,1,1,1,
360G-blf-0030044086,1099366,2715151,,1,1,1,1,,,,,1,,,1,,,,,1,1,1,,,,1,,,,1,,1,,,,
360G-blf-0030044636,1051418,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030048831,1044163,9460,1,1,1,1,,,,,1,1,,1,1,,1,1,,1,,,,,,1,,,1,,,1,,,,1
360G-blf-0030048908,702930,137058,1,1,1,1,1,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,,1,1
360G-blf-0030046307,1045378,8619,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-0030046731,1098364,982915,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,
